"","math_c","reading_c","Participate_saberpro","estu_trabaja","estudiantes","treat","cole_cod_dane","id_name","year_treated","year","COLE_MCPIO_UBICACION","BASE","cole_naturaleza","buffer_km","year_treated_sa","year_treated_att","time_to_treat","fuente"
"43294",0.381,0.444,4,0,7,1,"113052000024",310,2012,2009,"ARJONA","TRATAMIENTO","PRIV",1000,2012,2012,-3,"base_10p"
"43295",0.422,0.388,2,0,9,1,"113052000024",310,2012,2010,"ARJONA","TRATAMIENTO","PRIV",1000,2012,2012,-2,"base_10p"
"43296",0.3434,0.4773,2,0,10,1,"113052000024",310,2012,2012,"ARJONA","TRATAMIENTO","PRIV",1000,2012,2012,0,"base_10p"
"43297",0.49,0.5,1,0,7,1,"113052000024",310,2012,2014,"ARJONA","TRATAMIENTO","PRIV",1000,2012,2012,2,"base_10p"
"43298",0.46,0.48,0,0,5,1,"113052000024",310,2012,2015,"ARJONA","TRATAMIENTO","PRIV",1000,2012,2012,3,"base_10p"
"43299",0.55,0.59,0,0,7,1,"113052000024",310,2012,2016,"ARJONA","TRATAMIENTO","PRIV",1000,2012,2012,4,"base_10p"
"43300",0.54,0.65,0,0,3,1,"113052000024",310,2012,2017,"ARJONA","TRATAMIENTO","PRIV",1000,2012,2012,5,"base_10p"
"43301",0.495,0.575,0,0,4,1,"113052000024",310,2012,2018,"ARJONA","TRATAMIENTO","PRIV",1000,2012,2012,6,"base_10p"
"43302",0.49,0.49,0,3,13,1,"113052000024",310,2012,2019,"ARJONA","TRATAMIENTO","PRIV",1000,2012,2012,7,"base_10p"
"43303",0.382,0.461,1,1,9,1,"113052000130",311,2012,2008,"ARJONA","TRATAMIENTO","PUBL",1000,2012,2012,-4,"base_10p"
"43304",0.357,0.444,2,0,29,1,"113052000130",311,2012,2009,"ARJONA","TRATAMIENTO","PUBL",1000,2012,2012,-3,"base_10p"
"43305",0.377,0.4065,6,1,60,1,"113052000130",311,2012,2010,"ARJONA","TRATAMIENTO","PUBL",1000,2012,2012,-2,"base_10p"
"43306",0.321098360655738,0.417459016393442,7,1,61,1,"113052000130",311,2012,2011,"ARJONA","TRATAMIENTO","PUBL",1000,2012,2012,-1,"base_10p"
"43307",0.33093220338983,0.468627118644067,12,2,59,1,"113052000130",311,2012,2012,"ARJONA","TRATAMIENTO","PUBL",1000,2012,2012,0,"base_10p"
"43308",0.342181818181818,0.442,3,0,77,1,"113052000130",311,2012,2013,"ARJONA","TRATAMIENTO","PUBL",1000,2012,2012,1,"base_10p"
"43309",0.449893617021276,0.422765957446809,2,0,94,1,"113052000130",311,2012,2014,"ARJONA","TRATAMIENTO","PUBL",1000,2012,2012,2,"base_10p"
"43310",0.418,0.436,1,30,105,1,"113052000130",311,2012,2015,"ARJONA","TRATAMIENTO","PUBL",1000,2012,2012,3,"base_10p"
"43311",0.421176470588236,0.443529411764707,0,4,119,1,"113052000130",311,2012,2016,"ARJONA","TRATAMIENTO","PUBL",1000,2012,2012,4,"base_10p"
"43312",0.393600000000001,0.433600000000001,1,40,100,1,"113052000130",311,2012,2017,"ARJONA","TRATAMIENTO","PUBL",1000,2012,2012,5,"base_10p"
"43313",0.454444444444444,0.461414141414141,0,23,99,1,"113052000130",311,2012,2018,"ARJONA","TRATAMIENTO","PUBL",1000,2012,2012,6,"base_10p"
"43314",0.451808510638297,0.477765957446809,0,20,94,1,"113052000130",311,2012,2019,"ARJONA","TRATAMIENTO","PUBL",1000,2012,2012,7,"base_10p"
"43315",0.386373702422145,0.466664359861589,47,0,293,1,"113052000172",312,2012,2006,"ARJONA","TRATAMIENTO","PUBL",1000,2012,2012,-6,"base_10p"
"43316",0.371551236749115,0.444363957597173,56,0,289,1,"113052000172",312,2012,2007,"ARJONA","TRATAMIENTO","PUBL",1000,2012,2012,-5,"base_10p"
"43317",0.397,0.411,0,0,289,1,"113052000172",312,2012,2007,"CARTAGENA","TRATAMIENTO","PUBL",1000,2012,2012,-5,"base_10p"
"43318",0.38193253968254,0.509130952380953,58,29,254,1,"113052000172",312,2012,2008,"ARJONA","TRATAMIENTO","PUBL",1000,2012,2012,-4,"base_10p"
"43319",0.405,0.538,0,29,254,1,"113052000172",312,2012,2008,"CARTAGENA","TRATAMIENTO","PUBL",1000,2012,2012,-4,"base_10p"
"43320",0.351267326732672,0.468440594059406,56,0,211,1,"113052000172",312,2012,2009,"ARJONA","TRATAMIENTO","PUBL",1000,2012,2012,-3,"base_10p"
"43321",0.356,0.478,1,0,211,1,"113052000172",312,2012,2009,"CARTAGENA","TRATAMIENTO","PUBL",1000,2012,2012,-3,"base_10p"
"43322",0.398585365853659,0.431146341463415,53,11,256,1,"113052000172",312,2012,2010,"ARJONA","TRATAMIENTO","PUBL",1000,2012,2012,-2,"base_10p"
"43323",0.375961538461539,0.449899999999999,84,13,266,1,"113052000172",312,2012,2011,"ARJONA","TRATAMIENTO","PUBL",1000,2012,2012,-1,"base_10p"
"43324",0.332739669421487,0.471359504132231,69,21,242,1,"113052000172",312,2012,2012,"ARJONA","TRATAMIENTO","PUBL",1000,2012,2012,0,"base_10p"
"43325",0.353,0.471652173913043,42,25,207,1,"113052000172",312,2012,2013,"ARJONA","TRATAMIENTO","PUBL",1000,2012,2012,1,"base_10p"
"43326",0.452268518518518,0.451574074074074,19,25,216,1,"113052000172",312,2012,2014,"ARJONA","TRATAMIENTO","PUBL",1000,2012,2012,2,"base_10p"
"43327",0.441675126903553,0.446598984771574,14,19,197,1,"113052000172",312,2012,2015,"ARJONA","TRATAMIENTO","PUBL",1000,2012,2012,3,"base_10p"
"43328",0.458235294117648,0.499705882352941,6,9,204,1,"113052000172",312,2012,2016,"ARJONA","TRATAMIENTO","PUBL",1000,2012,2012,4,"base_10p"
"43329",0.468363636363636,0.510363636363637,0,49,165,1,"113052000172",312,2012,2017,"ARJONA","TRATAMIENTO","PUBL",1000,2012,2012,5,"base_10p"
"43330",0.443556701030927,0.505567010309279,0,46,194,1,"113052000172",312,2012,2018,"ARJONA","TRATAMIENTO","PUBL",1000,2012,2012,6,"base_10p"
"43331",0.459111111111111,0.480611111111112,0,65,180,1,"113052000172",312,2012,2019,"ARJONA","TRATAMIENTO","PUBL",1000,2012,2012,7,"base_10p"
"43332",0.374,0.457000000000001,2,0,66,1,"113052000211",313,2012,2006,"ARJONA","TRATAMIENTO","PUBL",1000,2012,2012,-6,"base_10p"
"43333",0.371,0.411,7,0,67,1,"113052000211",313,2012,2007,"ARJONA","TRATAMIENTO","PUBL",1000,2012,2012,-5,"base_10p"
"43334",0.382000000000001,0.463,10,0,73,1,"113052000211",313,2012,2008,"ARJONA","TRATAMIENTO","PUBL",1000,2012,2012,-4,"base_10p"
"43335",0.355,0.421,15,0,58,1,"113052000211",313,2012,2009,"ARJONA","TRATAMIENTO","PUBL",1000,2012,2012,-3,"base_10p"
"43336",0.355,0.421,0,0,58,1,"113052000211",313,2012,2009,"CARTAGENA","TRATAMIENTO","PUBL",1000,2012,2012,-3,"base_10p"
"43337",0.377,0.388000000000001,16,8,87,1,"113052000211",313,2012,2010,"ARJONA","TRATAMIENTO","PUBL",1000,2012,2012,-2,"base_10p"
"43338",0.37,0.495,16,0,51,1,"113052000211",313,2012,2011,"ARJONA","TRATAMIENTO","PUBL",1000,2012,2012,-1,"base_10p"
"43339",0.326412698412698,0.469619047619047,16,5,64,1,"113052000211",313,2012,2012,"ARJONA","TRATAMIENTO","PUBL",1000,2012,2012,0,"base_10p"
"43340",0.45925,0.427625,1,9,80,1,"113052000211",313,2012,2014,"ARJONA","TRATAMIENTO","PUBL",1000,2012,2012,2,"base_10p"
"43341",0.422982456140351,0.42719298245614,1,5,57,1,"113052000211",313,2012,2015,"ARJONA","TRATAMIENTO","PUBL",1000,2012,2012,3,"base_10p"
"43342",0.4152,0.45,1,6,75,1,"113052000211",313,2012,2016,"ARJONA","TRATAMIENTO","PUBL",1000,2012,2012,4,"base_10p"
"43343",0.418333333333334,0.474,0,11,30,1,"113052000211",313,2012,2017,"ARJONA","TRATAMIENTO","PUBL",1000,2012,2012,5,"base_10p"
"43344",0.402112676056338,0.426901408450704,0,16,71,1,"113052000211",313,2012,2018,"ARJONA","TRATAMIENTO","PUBL",1000,2012,2012,6,"base_10p"
"43345",0.431730769230769,0.426153846153846,0,18,52,1,"113052000211",313,2012,2019,"ARJONA","TRATAMIENTO","PUBL",1000,2012,2012,7,"base_10p"
"43346",0.356,0.537,0,0,25,1,"113052000318",314,2012,2008,"ARJONA","TRATAMIENTO","PUBL",1000,2012,2012,-4,"base_10p"
"43347",0.355,0.467,4,0,30,1,"113052000318",314,2012,2009,"ARJONA","TRATAMIENTO","PUBL",1000,2012,2012,-3,"base_10p"
"43348",0.377,0.353,3,1,25,1,"113052000318",314,2012,2010,"ARJONA","TRATAMIENTO","PUBL",1000,2012,2012,-2,"base_10p"
"43349",0.352,0.374,1,0,23,1,"113052000318",314,2012,2011,"ARJONA","TRATAMIENTO","PUBL",1000,2012,2012,-1,"base_10p"
"43350",0.365,0.516,0,0,17,1,"113052000318",314,2012,2012,"ARJONA","TRATAMIENTO","PUBL",1000,2012,2012,0,"base_10p"
"43351",0.371,0.4635,7,0,14,1,"113052000318",314,2012,2013,"ARJONA","TRATAMIENTO","PUBL",1000,2012,2012,1,"base_10p"
"43352",0.49,0.46,1,0,15,1,"113052000318",314,2012,2015,"ARJONA","TRATAMIENTO","PUBL",1000,2012,2012,3,"base_10p"
"43353",0.43,0.445,0,0,20,1,"113052000318",314,2012,2016,"ARJONA","TRATAMIENTO","PUBL",1000,2012,2012,4,"base_10p"
"43354",0.42,0.5,0,7,27,1,"113052000318",314,2012,2017,"ARJONA","TRATAMIENTO","PUBL",1000,2012,2012,5,"base_10p"
"43355",0.41,0.385,0,8,30,1,"113052000318",314,2012,2019,"ARJONA","TRATAMIENTO","PUBL",1000,2012,2012,7,"base_10p"
"43370",0.374,0.411,1,0,17,1,"113052000431",316,2012,2006,"ARJONA","TRATAMIENTO","PUBL",1000,2012,2012,-6,"base_10p"
"43371",0.374,0.411,0,0,17,1,"113052000431",316,2012,2006,"CARTAGENA","TRATAMIENTO","PUBL",1000,2012,2012,-6,"base_10p"
"43372",0.371,0.435,1,0,22,1,"113052000431",316,2012,2007,"ARJONA","TRATAMIENTO","PUBL",1000,2012,2012,-5,"base_10p"
"43373",0.396033898305085,0.532101694915254,14,0,60,1,"113052000431",316,2012,2008,"ARJONA","TRATAMIENTO","PUBL",1000,2012,2012,-4,"base_10p"
"43374",0.363045977011494,0.460931034482758,21,0,88,1,"113052000431",316,2012,2009,"ARJONA","TRATAMIENTO","PUBL",1000,2012,2012,-3,"base_10p"
"43375",0.366714285714286,0.407660714285714,32,9,142,1,"113052000431",316,2012,2010,"ARJONA","TRATAMIENTO","PUBL",1000,2012,2012,-2,"base_10p"
"43376",0.357714285714285,0.429285714285714,18,10,77,1,"113052000431",316,2012,2011,"ARJONA","TRATAMIENTO","PUBL",1000,2012,2012,-1,"base_10p"
"43377",0.324025862068965,0.456974137931034,22,14,116,1,"113052000431",316,2012,2012,"ARJONA","TRATAMIENTO","PUBL",1000,2012,2012,0,"base_10p"
"43378",0.358521276595745,0.462425531914893,11,7,94,1,"113052000431",316,2012,2013,"ARJONA","TRATAMIENTO","PUBL",1000,2012,2012,1,"base_10p"
"43379",0.4509,0.4568,4,19,100,1,"113052000431",316,2012,2014,"ARJONA","TRATAMIENTO","PUBL",1000,2012,2012,2,"base_10p"
"43380",0.462025316455696,0.454683544303798,5,0,79,1,"113052000431",316,2012,2015,"ARJONA","TRATAMIENTO","PUBL",1000,2012,2012,3,"base_10p"
"43381",0.437981651376146,0.475596330275229,0,22,109,1,"113052000431",316,2012,2016,"ARJONA","TRATAMIENTO","PUBL",1000,2012,2012,4,"base_10p"
"43382",0.415983606557377,0.469426229508197,0,57,122,1,"113052000431",316,2012,2017,"ARJONA","TRATAMIENTO","PUBL",1000,2012,2012,5,"base_10p"
"43383",0.396285714285715,0.456785714285714,0,55,140,1,"113052000431",316,2012,2018,"ARJONA","TRATAMIENTO","PUBL",1000,2012,2012,6,"base_10p"
"43384",0.410909090909091,0.427355371900826,0,42,121,1,"113052000431",316,2012,2019,"ARJONA","TRATAMIENTO","PUBL",1000,2012,2012,7,"base_10p"
"43404",0.396000000000001,0.451,8,1,70,1,"113430000631",327,2011,2011,"MAGANGUÉ","TRATAMIENTO","PUBL",1000,2011,2011,0,"base_10p"
"43405",0.357,0.495,7,7,58,1,"113430000631",327,2011,2012,"MAGANGUÉ","TRATAMIENTO","PUBL",1000,2011,2011,1,"base_10p"
"43406",0.345,0.474,4,8,50,1,"113430000631",327,2011,2013,"MAGANGUÉ","TRATAMIENTO","PUBL",1000,2011,2011,2,"base_10p"
"43407",0.51,0.51,4,5,48,1,"113430000631",327,2011,2014,"MAGANGUE","TRATAMIENTO","PUBL",1000,2011,2011,3,"base_10p"
"43408",0.539999999999999,0.539999999999999,0,0,61,1,"113430000631",327,2011,2016,"MAGANGUE","TRATAMIENTO","PUBL",1000,2011,2011,5,"base_10p"
"43409",0.539999999999999,0.535,0,21,74,1,"113430000631",327,2011,2017,"MAGANGUE","TRATAMIENTO","PUBL",1000,2011,2011,6,"base_10p"
"43410",0.399999999999999,0.457000000000001,28,0,136,1,"113442000181",328,2012,2006,"MARIA LA BAJA","TRATAMIENTO","PUBL",1000,2012,2012,-6,"base_10p"
"43411",0.371,0.457,1,0,134,1,"113442000181",328,2012,2007,"CARTAGENA","TRATAMIENTO","PUBL",1000,2012,2012,-5,"base_10p"
"43412",0.371,0.457000000000001,35,0,134,1,"113442000181",328,2012,2007,"MARIA LA BAJA","TRATAMIENTO","PUBL",1000,2012,2012,-5,"base_10p"
"43413",0.382,0.49,0,3,131,1,"113442000181",328,2012,2008,"CARTAGENA","TRATAMIENTO","PUBL",1000,2012,2012,-4,"base_10p"
"43414",0.382,0.490000000000001,35,3,131,1,"113442000181",328,2012,2008,"MARIA LA BAJA","TRATAMIENTO","PUBL",1000,2012,2012,-4,"base_10p"
"43415",0.357,0.445,16,0,94,1,"113442000181",328,2012,2009,"MARIA LA BAJA","TRATAMIENTO","PUBL",1000,2012,2012,-3,"base_10p"
"43416",0.399500000000001,0.418999999999999,32,0,135,1,"113442000181",328,2012,2010,"MARÍA LA BAJA","TRATAMIENTO","PUBL",1000,2012,2012,-2,"base_10p"
"43417",0.375371900826446,0.472999999999999,48,2,122,1,"113442000181",328,2012,2011,"MARÍA LA BAJA","TRATAMIENTO","PUBL",1000,2012,2012,-1,"base_10p"
"43418",0.353941176470588,0.46956862745098,34,1,104,1,"113442000181",328,2012,2012,"MARÍA LA BAJA","TRATAMIENTO","PUBL",1000,2012,2012,0,"base_10p"
"43419",0.35130303030303,0.436222222222222,20,7,99,1,"113442000181",328,2012,2013,"MARÍA LA BAJA","TRATAMIENTO","PUBL",1000,2012,2012,1,"base_10p"
"43420",0.482678571428571,0.462232142857144,15,9,112,1,"113442000181",328,2012,2014,"MARIA LA BAJA","TRATAMIENTO","PUBL",1000,2012,2012,2,"base_10p"
"43421",0.436224489795918,0.430204081632653,10,9,98,1,"113442000181",328,2012,2015,"MARIA LA BAJA","TRATAMIENTO","PUBL",1000,2012,2012,3,"base_10p"
"43422",0.420000000000001,0.460000000000001,4,5,113,1,"113442000181",328,2012,2016,"MARIA LA BAJA","TRATAMIENTO","PUBL",1000,2012,2012,4,"base_10p"
"43423",0.43,0.485,0,29,108,1,"113442000181",328,2012,2017,"MARIA LA BAJA","TRATAMIENTO","PUBL",1000,2012,2012,5,"base_10p"
"43424",0.45,0.49,0,26,89,1,"113442000181",328,2012,2018,"MARÍA LA BAJA","TRATAMIENTO","PUBL",1000,2012,2012,6,"base_10p"
"43425",0.48,0.47,0,22,77,1,"113442000181",328,2012,2019,"MARÍA LA BAJA","TRATAMIENTO","PUBL",1000,2012,2012,7,"base_10p"
"43426",0.374,0.435,13,0,97,1,"113673000028",338,2012,2006,"CARTAGENA","TRATAMIENTO","PUBL",1000,2012,2012,-6,"base_10p"
"43427",0.371,0.435,22,0,94,1,"113673000028",338,2012,2007,"CARTAGENA","TRATAMIENTO","PUBL",1000,2012,2012,-5,"base_10p"
"43428",0.382000000000001,0.488,17,0,81,1,"113673000028",338,2012,2008,"CARTAGENA","TRATAMIENTO","PUBL",1000,2012,2012,-4,"base_10p"
"43429",0.382,0.488,0,0,81,1,"113673000028",338,2012,2008,"EL CARMEN DE BOLIVAR","TRATAMIENTO","PUBL",1000,2012,2012,-4,"base_10p"
"43430",0.331,0.466999999999999,19,0,79,1,"113673000028",338,2012,2009,"CARTAGENA","TRATAMIENTO","PUBL",1000,2012,2012,-3,"base_10p"
"43431",0.399000000000001,0.419,19,2,76,1,"113673000028",338,2012,2010,"SANTA CATALINA","TRATAMIENTO","PUBL",1000,2012,2012,-2,"base_10p"
"43432",0.396000000000001,0.473,22,1,65,1,"113673000028",338,2012,2011,"SANTA CATALINA","TRATAMIENTO","PUBL",1000,2012,2012,-1,"base_10p"
"43433",0.342230769230769,0.455282051282052,26,1,78,1,"113673000028",338,2012,2012,"SANTA CATALINA","TRATAMIENTO","PUBL",1000,2012,2012,0,"base_10p"
"43434",0.371,0.453,11,0,70,1,"113673000028",338,2012,2013,"SANTA CATALINA","TRATAMIENTO","PUBL",1000,2012,2012,1,"base_10p"
"43435",0.45,0.43,8,1,74,1,"113673000028",338,2012,2014,"SANTA CATALINA","TRATAMIENTO","PUBL",1000,2012,2012,2,"base_10p"
"43436",0.44,0.47,13,0,55,1,"113673000028",338,2012,2015,"SANTA CATALINA","TRATAMIENTO","PUBL",1000,2012,2012,3,"base_10p"
"43437",0.47,0.510000000000001,1,0,53,1,"113673000028",338,2012,2016,"SANTA CATALINA","TRATAMIENTO","PUBL",1000,2012,2012,4,"base_10p"
"43438",0.43,0.49,0,25,84,1,"113673000028",338,2012,2017,"SANTA CATALINA","TRATAMIENTO","PUBL",1000,2012,2012,5,"base_10p"
"43439",0.460000000000001,0.489999999999999,0,19,69,1,"113673000028",338,2012,2018,"SANTA CATALINA","TRATAMIENTO","PUBL",1000,2012,2012,6,"base_10p"
"43440",0.45,0.49,0,15,81,1,"113673000028",338,2012,2019,"SANTA CATALINA","TRATAMIENTO","PUBL",1000,2012,2012,7,"base_10p"
"43441",0.374,0.478,1,0,183,1,"113836000021",340,2012,2006,"CARTAGENA","TRATAMIENTO","PUBL",1000,2012,2012,-6,"base_10p"
"43442",0.384670520231214,0.478,23,0,183,1,"113836000021",340,2012,2006,"TURBACO","TRATAMIENTO","PUBL",1000,2012,2012,-6,"base_10p"
"43443",0.371,0.457,1,0,225,1,"113836000021",340,2012,2007,"CARTAGENA","TRATAMIENTO","PUBL",1000,2012,2012,-5,"base_10p"
"43444",0.371,0.46122009569378,46,0,225,1,"113836000021",340,2012,2007,"TURBACO","TRATAMIENTO","PUBL",1000,2012,2012,-5,"base_10p"
"43445",0.382,0.513,0,3,209,1,"113836000021",340,2012,2008,"ARJONA","TRATAMIENTO","PUBL",1000,2012,2012,-4,"base_10p"
"43446",0.382,0.513,1,3,209,1,"113836000021",340,2012,2008,"CARTAGENA","TRATAMIENTO","PUBL",1000,2012,2012,-4,"base_10p"
"43447",0.41467,0.513990000000001,38,3,209,1,"113836000021",340,2012,2008,"TURBACO","TRATAMIENTO","PUBL",1000,2012,2012,-4,"base_10p"
"43448",0.445999999999999,0.478499999999998,51,0,168,1,"113836000021",340,2012,2009,"TURBACO","TRATAMIENTO","PUBL",1000,2012,2012,-3,"base_10p"
"43449",0.421000000000002,0.472999999999999,72,5,289,1,"113836000021",340,2012,2010,"TURBACO","TRATAMIENTO","PUBL",1000,2012,2012,-2,"base_10p"
"43450",0.396000000000001,0.495000000000001,59,10,200,1,"113836000021",340,2012,2011,"TURBACO","TRATAMIENTO","PUBL",1000,2012,2012,-1,"base_10p"
"43451",0.364883495145631,0.495713592233011,64,11,210,1,"113836000021",340,2012,2012,"TURBACO","TRATAMIENTO","PUBL",1000,2012,2012,0,"base_10p"
"43452",0.378999999999999,0.495,40,1,163,1,"113836000021",340,2012,2013,"TURBACO","TRATAMIENTO","PUBL",1000,2012,2012,1,"base_10p"
"43453",0.5,0.48,23,4,179,1,"113836000021",340,2012,2014,"TURBACO","TRATAMIENTO","PUBL",1000,2012,2012,2,"base_10p"
"43454",0.469999999999999,0.469999999999999,17,17,192,1,"113836000021",340,2012,2015,"TURBACO","TRATAMIENTO","PUBL",1000,2012,2012,3,"base_10p"
"43455",0.469999999999999,0.52,2,30,163,1,"113836000021",340,2012,2016,"TURBACO","TRATAMIENTO","PUBL",1000,2012,2012,4,"base_10p"
"43456",0.489999999999999,0.52,0,36,169,1,"113836000021",340,2012,2017,"TURBACO","TRATAMIENTO","PUBL",1000,2012,2012,5,"base_10p"
"43457",0.5,0.52,0,30,172,1,"113836000021",340,2012,2018,"TURBACO","TRATAMIENTO","PUBL",1000,2012,2012,6,"base_10p"
"43458",0.489999999999999,0.52,0,35,177,1,"113836000021",340,2012,2019,"TURBACO","TRATAMIENTO","PUBL",1000,2012,2012,7,"base_10p"
"43459",0.374,0.478000000000001,6,0,61,1,"113836000039",341,2012,2006,"TURBACO","TRATAMIENTO","PUBL",1000,2012,2012,-6,"base_10p"
"43460",0.371,0.435,7,0,43,1,"113836000039",341,2012,2007,"TURBACO","TRATAMIENTO","PUBL",1000,2012,2012,-5,"base_10p"
"43461",0.405,0.489999999999999,13,0,57,1,"113836000039",341,2012,2008,"TURBACO","TRATAMIENTO","PUBL",1000,2012,2012,-4,"base_10p"
"43462",0.368,0.468,14,0,61,1,"113836000039",341,2012,2009,"TURBACO","TRATAMIENTO","PUBL",1000,2012,2012,-3,"base_10p"
"43463",0.388000000000001,0.446000000000001,21,0,89,1,"113836000039",341,2012,2010,"TURBACO","TRATAMIENTO","PUBL",1000,2012,2012,-2,"base_10p"
"43464",0.413499999999999,0.451,28,0,88,1,"113836000039",341,2012,2011,"TURBACO","TRATAMIENTO","PUBL",1000,2012,2012,-1,"base_10p"
"43465",0.365,0.495308823529412,16,0,68,1,"113836000039",341,2012,2012,"TURBACO","TRATAMIENTO","PUBL",1000,2012,2012,0,"base_10p"
"43466",0.396999999999999,0.484000000000001,14,1,75,1,"113836000039",341,2012,2013,"TURBACO","TRATAMIENTO","PUBL",1000,2012,2012,1,"base_10p"
"43467",0.48,0.48,8,1,73,1,"113836000039",341,2012,2014,"TURBACO","TRATAMIENTO","PUBL",1000,2012,2012,2,"base_10p"
"43468",0.47,0.475000000000001,8,0,74,1,"113836000039",341,2012,2015,"TURBACO","TRATAMIENTO","PUBL",1000,2012,2012,3,"base_10p"
"43469",0.51,0.530000000000001,5,0,82,1,"113836000039",341,2012,2016,"TURBACO","TRATAMIENTO","PUBL",1000,2012,2012,4,"base_10p"
"43470",0.535,0.555,0,15,52,1,"113836000039",341,2012,2017,"TURBACO","TRATAMIENTO","PUBL",1000,2012,2012,5,"base_10p"
"43471",0.51,0.56,0,10,43,1,"113836000039",341,2012,2018,"TURBACO","TRATAMIENTO","PUBL",1000,2012,2012,6,"base_10p"
"43472",0.5,0.51,0,24,85,1,"113836000039",341,2012,2019,"TURBACO","TRATAMIENTO","PUBL",1000,2012,2012,7,"base_10p"
"43473",0.389226519337017,0.498000000000001,61,0,188,1,"113836000241",342,2012,2006,"TURBACO","TRATAMIENTO","PUBL",1000,2012,2012,-6,"base_10p"
"43474",0.397,0.486415300546448,69,0,185,1,"113836000241",342,2012,2007,"TURBACO","TRATAMIENTO","PUBL",1000,2012,2012,-5,"base_10p"
"43475",0.427587301587301,0.537000000000002,87,0,194,1,"113836000241",342,2012,2008,"TURBACO","TRATAMIENTO","PUBL",1000,2012,2012,-4,"base_10p"
"43476",0.403,0.489,83,0,193,1,"113836000241",342,2012,2009,"TURBACO","TRATAMIENTO","PUBL",1000,2012,2012,-3,"base_10p"
"43477",0.421000000000001,0.446532663316583,95,0,291,1,"113836000241",342,2012,2010,"TURBACO","TRATAMIENTO","PUBL",1000,2012,2012,-2,"base_10p"
"43478",0.398807291666666,0.484468749999999,99,0,201,1,"113836000241",342,2012,2011,"TURBACO","TRATAMIENTO","PUBL",1000,2012,2012,-1,"base_10p"
"43479",0.354924528301887,0.495693396226416,106,9,217,1,"113836000241",342,2012,2012,"TURBACO","TRATAMIENTO","PUBL",1000,2012,2012,0,"base_10p"
"43480",0.386155778894472,0.486241206030151,69,14,199,1,"113836000241",342,2012,2013,"TURBACO","TRATAMIENTO","PUBL",1000,2012,2012,1,"base_10p"
"43481",0.502722772277228,0.503267326732674,52,5,203,1,"113836000241",342,2012,2014,"TURBACO","TRATAMIENTO","PUBL",1000,2012,2012,2,"base_10p"
"43482",0.520895522388061,0.50134328358209,49,0,201,1,"113836000241",342,2012,2015,"TURBACO","TRATAMIENTO","PUBL",1000,2012,2012,3,"base_10p"
"43483",0.555555555555555,0.547222222222221,8,0,180,1,"113836000241",342,2012,2016,"TURBACO","TRATAMIENTO","PUBL",1000,2012,2012,4,"base_10p"
"43484",0.540000000000002,0.545000000000001,0,41,248,1,"113836000241",342,2012,2017,"TURBACO","TRATAMIENTO","PUBL",1000,2012,2012,5,"base_10p"
"43485",0.530000000000001,0.549999999999999,0,54,259,1,"113836000241",342,2012,2018,"TURBACO","TRATAMIENTO","PUBL",1000,2012,2012,6,"base_10p"
"43486",0.560000000000001,0.569999999999999,0,26,146,1,"113836000241",342,2012,2019,"TURBACO","TRATAMIENTO","PUBL",1000,2012,2012,7,"base_10p"
"43487",0.346,0.4675,2,0,27,1,"113836000373",343,2012,2006,"TURBACO","TRATAMIENTO","PUBL",1000,2012,2012,-6,"base_10p"
"43488",0.384,0.446,6,0,28,1,"113836000373",343,2012,2007,"TURBACO","TRATAMIENTO","PUBL",1000,2012,2012,-5,"base_10p"
"43489",0.382,0.488,2,0,34,1,"113836000373",343,2012,2008,"TURBACO","TRATAMIENTO","PUBL",1000,2012,2012,-4,"base_10p"
"43490",0.357,0.468,1,0,74,1,"113836000373",343,2012,2009,"CARTAGENA","TRATAMIENTO","PUBL",1000,2012,2012,-3,"base_10p"
"43491",0.357,0.468,20,0,74,1,"113836000373",343,2012,2009,"TURBACO","TRATAMIENTO","PUBL",1000,2012,2012,-3,"base_10p"
"43492",0.4,0.417,2,2,42,1,"113836000373",343,2012,2010,"TURBACO","TRATAMIENTO","PUBL",1000,2012,2012,-2,"base_10p"
"43493",0.343,0.451,6,1,45,1,"113836000373",343,2012,2011,"TURBACO","TRATAMIENTO","PUBL",1000,2012,2012,-1,"base_10p"
"43494",0.333,0.457000000000001,9,3,66,1,"113836000373",343,2012,2012,"TURBACO","TRATAMIENTO","PUBL",1000,2012,2012,0,"base_10p"
"43495",0.465,0.47,0,0,38,1,"113836000373",343,2012,2015,"TURBACO","TRATAMIENTO","PUBL",1000,2012,2012,3,"base_10p"
"43496",0.49,0.495,0,0,36,1,"113836000373",343,2012,2016,"TURBACO","TRATAMIENTO","PUBL",1000,2012,2012,4,"base_10p"
"43497",0.47,0.49,0,8,37,1,"113836000373",343,2012,2018,"TURBACO","TRATAMIENTO","PUBL",1000,2012,2012,6,"base_10p"
"43498",0.39,0.42,0,7,42,1,"113836000373",343,2012,2019,"TURBACO","TRATAMIENTO","PUBL",1000,2012,2012,7,"base_10p"
"43499",0.393123456790124,0.418654320987655,11,5,92,1,"113836000781",344,2012,2010,"TURBACO","TRATAMIENTO","PUBL",1000,2012,2012,-2,"base_10p"
"43500",0.378,0.451,12,2,75,1,"113836000781",344,2012,2011,"TURBACO","TRATAMIENTO","PUBL",1000,2012,2012,-1,"base_10p"
"43501",0.333524590163934,0.473704918032787,3,2,61,1,"113836000781",344,2012,2012,"TURBACO","TRATAMIENTO","PUBL",1000,2012,2012,0,"base_10p"
