"","math_c","reading_c","Participate_saberpro","estu_trabaja","estudiantes","treat","cole_cod_dane","id_name","year_treated","year","COLE_MCPIO_UBICACION","BASE","cole_naturaleza","buffer_km","year_treated_sa","year_treated_att","time_to_treat","fuente"
"13978",0.397,0.474,19,0,56,1,"108758000074",229,2008,2013,"SOLEDAD","TRATAMIENTO","PUBL",1000,2008,2008,5,"base_ai"
"13979",0.47,0.45,7,4,48,1,"108758000074",229,2008,2014,"SOLEDAD","TRATAMIENTO","PUBL",1000,2008,2008,6,"base_ai"
"13980",0.5,0.5,6,0,59,1,"108758000074",229,2008,2015,"SOLEDAD","TRATAMIENTO","PUBL",1000,2008,2008,7,"base_ai"
"13981",0.5,0.510000000000001,1,0,57,1,"108758000074",229,2008,2016,"SOLEDAD","TRATAMIENTO","PUBL",1000,2008,2008,8,"base_ai"
"13982",0.539999999999999,0.579999999999999,0,9,47,1,"108758000074",229,2008,2017,"SOLEDAD","TRATAMIENTO","PUBL",1000,2008,2008,9,"base_ai"
"13983",0.460000000000001,0.515,0,8,46,1,"108758000074",229,2008,2018,"SOLEDAD","TRATAMIENTO","PUBL",1000,2008,2008,10,"base_ai"
"13984",0.51,0.52,0,13,49,1,"108758000074",229,2008,2019,"SOLEDAD","TRATAMIENTO","PUBL",1000,2008,2008,11,"base_ai"
"13985",0.3935,0.539,6,1,33,1,"108758000091",230,2008,2008,"SOLEDAD","TRATAMIENTO","PUBL",1000,2008,2008,0,"base_ai"
"13986",0.38,0.4675,3,0,26,1,"108758000091",230,2008,2009,"SOLEDAD","TRATAMIENTO","PUBL",1000,2008,2008,1,"base_ai"
"13987",0.3995,0.419,4,0,32,1,"108758000091",230,2008,2010,"SOLEDAD","TRATAMIENTO","PUBL",1000,2008,2008,2,"base_ai"
"13988",0.396,0.44,5,0,26,1,"108758000091",230,2008,2011,"SOLEDAD","TRATAMIENTO","PUBL",1000,2008,2008,3,"base_ai"
"13989",0.337756756756757,0.468810810810811,8,0,37,1,"108758000091",230,2008,2012,"SOLEDAD","TRATAMIENTO","PUBL",1000,2008,2008,4,"base_ai"
"13990",0.353,0.442,5,0,37,1,"108758000091",230,2008,2013,"SOLEDAD","TRATAMIENTO","PUBL",1000,2008,2008,5,"base_ai"
"13991",0.445,0.44,2,0,32,1,"108758000091",230,2008,2014,"SOLEDAD","TRATAMIENTO","PUBL",1000,2008,2008,6,"base_ai"
"13992",0.41,0.43,1,0,22,1,"108758000091",230,2008,2015,"SOLEDAD","TRATAMIENTO","PUBL",1000,2008,2008,7,"base_ai"
"13993",0.435,0.48,0,0,20,1,"108758000091",230,2008,2016,"SOLEDAD","TRATAMIENTO","PUBL",1000,2008,2008,8,"base_ai"
"13994",0.46,0.44,0,6,25,1,"108758000091",230,2008,2017,"SOLEDAD","TRATAMIENTO","PUBL",1000,2008,2008,9,"base_ai"
"13995",0.45,0.49,0,7,34,1,"108758000091",230,2008,2018,"SOLEDAD","TRATAMIENTO","PUBL",1000,2008,2008,10,"base_ai"
"13996",0.4,0.465,0,5,30,1,"108758000091",230,2008,2019,"SOLEDAD","TRATAMIENTO","PUBL",1000,2008,2008,11,"base_ai"
"13997",0.4,0.457,3,0,50,1,"108758000112",231,2008,2006,"BARRANQUILLA","TRATAMIENTO","PUBL",1000,2008,2008,-2,"base_ai"
"13998",0.4,0.457,1,0,50,1,"108758000112",231,2008,2006,"SOLEDAD","TRATAMIENTO","PUBL",1000,2008,2008,-2,"base_ai"
"13999",0.371,0.457,0,0,62,1,"108758000112",231,2008,2007,"BARRANQUILLA","TRATAMIENTO","PUBL",1000,2008,2008,-1,"base_ai"
"14000",0.371,0.457000000000001,15,0,62,1,"108758000112",231,2008,2007,"SOLEDAD","TRATAMIENTO","PUBL",1000,2008,2008,-1,"base_ai"
"14001",0.382,0.49,1,7,76,1,"108758000112",231,2008,2008,"BARRANQUILLA","TRATAMIENTO","PUBL",1000,2008,2008,0,"base_ai"
"14002",0.382000000000001,0.49,16,7,76,1,"108758000112",231,2008,2008,"SOLEDAD","TRATAMIENTO","PUBL",1000,2008,2008,0,"base_ai"
"14003",0.355,0.445,16,0,74,1,"108758000112",231,2008,2009,"SOLEDAD","TRATAMIENTO","PUBL",1000,2008,2008,1,"base_ai"
"14004",0.377,0.417000000000001,17,0,82,1,"108758000112",231,2008,2010,"SOLEDAD","TRATAMIENTO","PUBL",1000,2008,2008,2,"base_ai"
"14005",0.396000000000001,0.473,24,0,80,1,"108758000112",231,2008,2011,"SOLEDAD","TRATAMIENTO","PUBL",1000,2008,2008,3,"base_ai"
"14006",0.349905660377359,0.455622641509434,16,4,53,1,"108758000112",231,2008,2012,"SOLEDAD","TRATAMIENTO","PUBL",1000,2008,2008,4,"base_ai"
"14007",0.371,0.474,27,1,70,1,"108758000112",231,2008,2013,"SOLEDAD","TRATAMIENTO","PUBL",1000,2008,2008,5,"base_ai"
"14008",0.460000000000001,0.44,4,0,81,1,"108758000112",231,2008,2014,"SOLEDAD","TRATAMIENTO","PUBL",1000,2008,2008,6,"base_ai"
"14009",0.47,0.460000000000001,6,0,74,1,"108758000112",231,2008,2015,"SOLEDAD","TRATAMIENTO","PUBL",1000,2008,2008,7,"base_ai"
"14010",0.475000000000001,0.479999999999999,3,2,96,1,"108758000112",231,2008,2016,"SOLEDAD","TRATAMIENTO","PUBL",1000,2008,2008,8,"base_ai"
"14011",0.485,0.520000000000001,0,25,96,1,"108758000112",231,2008,2017,"SOLEDAD","TRATAMIENTO","PUBL",1000,2008,2008,9,"base_ai"
"14012",0.469999999999999,0.5,0,17,101,1,"108758000112",231,2008,2018,"SOLEDAD","TRATAMIENTO","PUBL",1000,2008,2008,10,"base_ai"
"14013",0.479999999999999,0.479999999999999,0,22,123,1,"108758000112",231,2008,2019,"SOLEDAD","TRATAMIENTO","PUBL",1000,2008,2008,11,"base_ai"
"14014",0.374,0.435,2,0,59,1,"108758000121",232,2008,2006,"BARRANQUILLA","TRATAMIENTO","PUBL",1000,2008,2008,-2,"base_ai"
"14015",0.374,0.435,3,0,59,1,"108758000121",232,2008,2006,"SOLEDAD","TRATAMIENTO","PUBL",1000,2008,2008,-2,"base_ai"
"14016",0.371,0.435,3,0,65,1,"108758000121",232,2008,2007,"BARRANQUILLA","TRATAMIENTO","PUBL",1000,2008,2008,-1,"base_ai"
"14017",0.371,0.435,5,0,65,1,"108758000121",232,2008,2007,"SOLEDAD","TRATAMIENTO","PUBL",1000,2008,2008,-1,"base_ai"
"14018",0.382,0.513,0,5,59,1,"108758000121",232,2008,2008,"BARRANQUILLA","TRATAMIENTO","PUBL",1000,2008,2008,0,"base_ai"
"14019",0.382,0.513000000000001,11,5,59,1,"108758000121",232,2008,2008,"SOLEDAD","TRATAMIENTO","PUBL",1000,2008,2008,0,"base_ai"
"14020",0.356,0.445,2,0,69,1,"108758000121",232,2008,2009,"BARRANQUILLA","TRATAMIENTO","PUBL",1000,2008,2008,1,"base_ai"
